OTU,MFD004-1-F1,MFD004-1-F2,MFD004-1-F3,MFD004-1-S1,MFD004-1-S2,MFD004-1-S3,MFD004-2-F1,MFD004-2-F2,MFD004-2-F3,MFD004-2-S1,MFD004-2-S2,MFD004-2-S3,MFD004-3-F1,MFD004-3-F2,MFD004-3-F3,MFD004-3-S1,MFD004-3-S2,MFD004-3-S3,MFD004-4-F1,MFD004-4-F2,MFD004-4-F3,MFD004-4-S1,MFD004-4-S2,MFD004-5-F1,MFD004-5-F2,MFD004-5-F3,MFD004-5-S1,MFD004-5-S2,MFD004-5-S3,MFD004-PCR-NEG-S,MFD004-PCR-POS-F,MFD004-PCR-POS-S,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU_4471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,denovo_g_17444,denovo_s_114160
OTU_4472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,denovo_g_17444,denovo_s_75172
OTU_4473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,denovo_g_88441,
OTU_4474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Enhygromyxa,
OTU_4475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,2,4,6,0,0,0,Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Nannocystis,
OTU_4476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Nannocystis,denovo_s_154913
OTU_4477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Nannocystis,denovo_s_66703
OTU_4478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Pseudenhygromyxa,
OTU_4479,10,0,6,4,6,4,6,10,11,0,1,2,5,2,11,7,12,10,2,0,2,4,4,4,3,12,2,22,4,0,2,6,Bacteria,Myxococcota,Polyangia,Polyangiales,,,
OTU_4480,3,2,0,10,12,16,0,0,0,0,0,0,0,0,0,0,0,0,8,4,2,8,7,0,0,2,0,2,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,,
OTU_4481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,denovo_g_118747,denovo_s_118747
OTU_4482,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,denovo_g_16260,
OTU_4483,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,denovo_g_16260,denovo_s_143506
OTU_4484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,denovo_g_176344,
OTU_4485,2,0,1,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,4,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,denovo_g_24349,
OTU_4486,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,denovo_g_24349,denovo_s_106962
OTU_4487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,denovo_g_24349,denovo_s_164910
OTU_4488,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,denovo_g_24349,denovo_s_167504
OTU_4489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,denovo_g_25209,denovo_s_162659
OTU_4490,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,denovo_g_27237,
OTU_4491,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,denovo_g_27237,denovo_s_46344
OTU_4492,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,denovo_g_43647,
OTU_4493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,denovo_g_43647,denovo_s_43647
OTU_4494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,denovo_g_43647,denovo_s_61370
OTU_4495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,denovo_g_50582,denovo_s_70495
OTU_4496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,denovo_g_69911,denovo_s_69911
OTU_4497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,denovo_g_77778,denovo_s_143359
OTU_4498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,denovo_g_77778,denovo_s_77778
OTU_4499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,denovo_g_78226,
OTU_4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,denovo_g_78226,denovo_s_99886
OTU_4501,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,denovo_g_81813,
OTU_4502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,2,4,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Eel-36e1D6,,
OTU_4503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Eel-36e1D6,denovo_g_63045,denovo_s_63045
OTU_4504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Eel-36e1D6,denovo_g_65610,
OTU_4505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Eel-36e1D6,denovo_g_65610,denovo_s_65610
OTU_4506,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,4,2,Bacteria,Myxococcota,Polyangia,Polyangiales,Phaselicystidaceae,,
OTU_4507,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,2,0,4,6,4,2,0,8,13,Bacteria,Myxococcota,Polyangia,Polyangiales,Phaselicystidaceae,Phaselicystis,
OTU_4508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Phaselicystidaceae,Phaselicystis,denovo_s_161757
OTU_4509,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Phaselicystidaceae,Phaselicystis,denovo_s_167624
OTU_4510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Phaselicystidaceae,Phaselicystis,denovo_s_172651
OTU_4511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Phaselicystidaceae,Phaselicystis,denovo_s_31819
OTU_4512,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Phaselicystidaceae,Phaselicystis,denovo_s_3497
OTU_4513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Bacteria,Myxococcota,Polyangia,Polyangiales,Phaselicystidaceae,Phaselicystis,denovo_s_47622
OTU_4514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Phaselicystidaceae,Phaselicystis,denovo_s_52248
OTU_4515,15,18,6,18,12,20,2,2,8,6,8,0,4,4,3,2,5,5,9,4,6,14,10,2,4,4,2,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,,
OTU_4516,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Aetherobacter,
OTU_4517,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Aetherobacter,denovo_s_3964
OTU_4518,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,denovo_g_76405,
OTU_4519,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,denovo_g_76405,denovo_s_123073
OTU_4520,15,13,14,18,32,40,24,34,28,16,8,24,25,15,18,17,42,25,6,9,6,0,10,4,10,6,7,4,8,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,
OTU_4521,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,denovo_s_106250
OTU_4522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,denovo_s_107827
OTU_4523,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,denovo_s_121808
OTU_4524,2,0,0,2,2,4,2,3,4,2,2,0,2,0,2,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,denovo_s_139550
OTU_4525,0,2,0,2,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,denovo_s_142442
OTU_4526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,denovo_s_149636
OTU_4527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,denovo_s_152409
OTU_4528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,denovo_s_153716
OTU_4529,4,0,2,2,0,4,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,denovo_s_159558
OTU_4530,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,denovo_s_161080
OTU_4531,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,denovo_s_163392
OTU_4532,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,denovo_s_169242
OTU_4533,0,0,0,0,0,2,0,4,0,2,2,0,0,2,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,denovo_s_172241
OTU_4534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,denovo_s_174131
OTU_4535,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,denovo_s_175156
OTU_4536,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,denovo_s_33178
OTU_4537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,denovo_s_43537
OTU_4538,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,denovo_s_44439
OTU_4539,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,denovo_s_47011
OTU_4540,0,0,0,2,0,0,2,2,4,1,4,4,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,denovo_s_77482
OTU_4541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,denovo_s_78762
OTU_4542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,denovo_s_87450
OTU_4543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,denovo_s_97559
OTU_4544,4,0,4,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Sorangium,
OTU_4545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Sorangium,denovo_s_172714
OTU_4546,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Sorangium,denovo_s_33279
OTU_4547,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Sorangium,denovo_s_80387
OTU_4548,1,2,2,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,6,48,40,18,25,42,34,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,,
OTU_4549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,denovo_g_110680,denovo_s_110680
OTU_4550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,denovo_g_128151,denovo_s_128151
OTU_4551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,6,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,denovo_g_138136,
OTU_4552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,denovo_g_150908,
OTU_4553,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,denovo_g_25173,
OTU_4554,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,denovo_g_25173,denovo_s_156129
OTU_4555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,denovo_g_25173,denovo_s_165847
OTU_4556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,denovo_g_25173,denovo_s_25173
OTU_4557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,denovo_g_25862,
OTU_4558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,denovo_g_25862,denovo_s_170018
OTU_4559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,denovo_g_25883,denovo_s_73491
OTU_4560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,denovo_g_35260,
OTU_4561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,denovo_g_39869,
OTU_4562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,denovo_g_39869,denovo_s_145568
OTU_4563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,denovo_g_39993,denovo_s_155169
OTU_4564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,10,7,20,7,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,denovo_g_47910,
OTU_4565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,denovo_g_47910,denovo_s_140474
OTU_4566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,6,3,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,denovo_g_47910,denovo_s_47910
OTU_4567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,5,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,denovo_g_47910,denovo_s_88207
OTU_4568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,denovo_g_64810,
OTU_4569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,denovo_g_64810,denovo_s_161395
OTU_4570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,denovo_g_64810,denovo_s_64810
OTU_4571,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,4,6,7,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,Sandaracinus,
OTU_4572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,Sandaracinus,denovo_s_112258
OTU_4573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,Sandaracinus,denovo_s_157534
OTU_4574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,Sandaracinus,denovo_s_169999
OTU_4575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,Sandaracinus,denovo_s_53281
OTU_4576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,Bacteria,Myxococcota,Polyangia,UASB-TL25,denovo_f_43662,,
OTU_4577,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,2,0,0,0,0,Bacteria,Nitrospirota,,,,,
OTU_4578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,Bacteria,Nitrospirota,Nitrospiria,,,,
OTU_4579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,,,
OTU_4580,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,,
OTU_4581,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,13,3,14,17,16,34,48,29,39,75,31,0,12,10,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,
OTU_4582,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,denovo_s_110476
OTU_4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,denovo_s_14527
